TraceName,DRAM,Cpus,BlockSize,MSHR,Partitioning,Latency,ROB,IPC,Weight,final IPC
403,True,4,8,256,basic,30,1600,0.050596011939000006,0.123457,0.40982700000000005
403,True,4,32,256,basic,30,1600,0.27655183340300005,0.641976,0.43078219965076586
403,True,4,128,256,basic,30,1600,0.426884054075,0.641976,0.6649532912055903
403,True,4,512,256,basic,30,1600,0.5113647349820001,0.641976,0.7965480562855933
403,True,4,2048,256,basic,30,1600,0.68909055349,0.641976,1.0733898985164556
444,True,4,8,256,basic,30,1600,0.196384772247,0.8250739999999999,0.23802079843383747
444,True,4,32,256,basic,30,1600,0.726859114052,0.8250739999999999,0.8809623307145784
444,True,4,128,256,basic,30,1600,1.7612919419100002,0.8250739999999999,2.1347078467022356
444,True,4,512,256,basic,30,1600,1.85422712079,0.8250739999999999,2.2473464450340215
444,True,4,2048,256,basic,30,1600,1.86467446618,0.8250739999999999,2.2600087582204753
454,True,4,8,256,basic,30,1600,0.06891828907599999,0.132874,0.518674
454,True,4,32,256,basic,30,1600,0.15146174386,0.132874,1.13989
454,True,4,128,256,basic,30,1600,0.22220253272,0.132874,1.6722800000000002
454,True,4,512,256,basic,30,1600,0.31780271824,0.132874,2.39176
454,True,4,2048,256,basic,30,1600,0.39368573090000003,0.132874,2.9628500000000004
605,True,4,8,256,basic,30,1600,0.13929233951106001,0.9994937,0.13936289894679676
605,True,4,32,256,basic,30,1600,0.19706793447232,0.9994937,0.1971677605094659
605,True,4,128,256,basic,30,1600,0.24859001765379998,0.9994937,0.2487159425355057
605,True,4,512,256,basic,30,1600,0.26628150327183997,0.9994937,0.2664163898900413
605,True,4,2048,256,basic,30,1600,0.22437112450018,0.9994937,0.22448478114487366
648,True,4,8,256,basic,30,1600,0.45094997465450004,1.0000004999999998,0.4509497491796255
648,True,4,32,256,basic,30,1600,1.1627812087643,1.0000004999999998,1.1627806273739865
648,True,4,128,256,basic,30,1600,1.1876973439884002,1.0000004999999998,1.1876967501400253
648,True,4,512,256,basic,30,1600,1.1957642796425,1.0000004999999998,1.1957636817606594
648,True,4,2048,256,basic,30,1600,1.1992640369462002,1.0000004999999998,1.1992634373144817
649,True,4,8,256,basic,30,1600,0.2374753071083,0.9104327000000001,0.26083784897917217
649,True,4,32,256,basic,30,1600,0.6250405824523,0.9104327000000001,0.6865313410341038
649,True,4,128,256,basic,30,1600,1.0047727854319999,0.9104327000000001,1.103621152263094
649,True,4,512,256,basic,30,1600,1.7695353838999999,0.9104327000000001,1.9436201971875566
649,True,4,2048,256,basic,30,1600,1.9462094494479998,0.9104327000000001,2.137675249854272
