TraceName,DRAM,Cpus,BlockSize,MSHR,Partitioning,Latency,ROB,IPC,Weight,final IPC
403,True,4,2048,256,basic,30,100,0.652358196934,0.641976,1.0161722508847684
403,True,4,2048,256,basic,30,200,0.677481990998,0.641976,1.055307349492816
403,True,4,2048,256,basic,30,400,0.671707906688,0.641976,1.0463131124652634
403,True,4,2048,256,basic,30,800,0.6718806476899999,0.641976,1.0465821895055265
403,True,4,2048,256,basic,30,1600,0.6718806476899999,0.641976,1.0465821895055265
444,True,4,2048,256,basic,30,100,1.54542516215,0.8250739999999999,1.8730746116711958
444,True,4,2048,256,basic,30,200,1.74856173204,0.8250739999999999,2.1192786732341586
444,True,4,2048,256,basic,30,400,1.7845166299800002,0.8250739999999999,2.162856458911565
444,True,4,2048,256,basic,30,800,1.78507170564,0.8250739999999999,2.1635292175489718
444,True,4,2048,256,basic,30,1600,1.78652796902,0.8250739999999999,2.1652942269663087
454,True,4,2048,256,basic,30,100,0.37490664848000005,0.132874,2.8215200000000005
454,True,4,2048,256,basic,30,200,0.35293991880000003,0.132874,2.6562000000000006
454,True,4,2048,256,basic,30,400,0.3546141312,0.132874,2.6688
454,True,4,2048,256,basic,30,800,0.35573425901999994,0.132874,2.6772299999999998
454,True,4,2048,256,basic,30,1600,0.3557502039,0.132874,2.67735
605,True,4,2048,256,basic,30,100,0.21387722972316,0.9994937,0.21398557061756368
605,True,4,2048,256,basic,30,200,0.22081672533898,0.9994937,0.2209285814797832
605,True,4,2048,256,basic,30,400,0.2243770995651,0.9994937,0.2244907592365014
605,True,4,2048,256,basic,30,800,0.22437087133618003,0.9994937,0.22448452785263182
605,True,4,2048,256,basic,30,1600,0.22437112450018,0.9994937,0.22448478114487366
648,True,4,2048,256,basic,30,100,1.2014274578455,1.0000004999999998,1.2014268571320716
648,True,4,2048,256,basic,30,200,1.2014830089895001,1.0000004999999998,1.2014824082482962
648,True,4,2048,256,basic,30,400,1.2015478329535,1.0000004999999998,1.2015472321798841
648,True,4,2048,256,basic,30,800,1.2015728264915002,1.0000004999999998,1.2015722257053876
648,True,4,2048,256,basic,30,1600,1.2015728264915002,1.0000004999999998,1.2015722257053876
649,True,4,2048,256,basic,30,100,1.465182389861,0.9104327000000001,1.609325312964923
649,True,4,2048,256,basic,30,200,1.5641351294149999,0.9104327000000001,1.7180129068463816
649,True,4,2048,256,basic,30,400,1.656242171149,0.9104327000000001,1.8191813311944967
649,True,4,2048,256,basic,30,800,1.7549765918869997,0.9104327000000001,1.927629128311186
649,True,4,2048,256,basic,30,1600,1.9445442037179999,0.9104327000000001,2.135846179204679
