TraceName,DRAM,Cpus,BlockSize,MSHR,Partitioning,Latency,ROB,IPC,Weight,final IPC
403,True,4,2048,1,basic,30,1600,0.666033922076,0.641976,1.0374747997993694
403,True,4,2048,4,basic,30,1600,0.6718853884339999,0.641976,1.0465895741180355
403,True,4,2048,16,basic,30,1600,0.6718806476899999,0.641976,1.0465821895055265
403,True,4,2048,64,basic,30,1600,0.6718806476899999,0.641976,1.0465821895055265
403,True,4,2048,256,basic,30,1600,0.6718806476899999,0.641976,1.0465821895055265
444,True,4,2048,1,basic,30,1600,1.78240261921,0.8250739999999999,2.160294251436841
444,True,4,2048,4,basic,30,1600,1.78652796902,0.8250739999999999,2.1652942269663087
444,True,4,2048,16,basic,30,1600,1.78652796902,0.8250739999999999,2.1652942269663087
444,True,4,2048,64,basic,30,1600,1.78652796902,0.8250739999999999,2.1652942269663087
444,True,4,2048,256,basic,30,1600,1.78652796902,0.8250739999999999,2.1652942269663087
454,True,4,2048,1,basic,30,1600,0.3549396725,0.132874,2.6712500000000006
454,True,4,2048,4,basic,30,1600,0.3557502039,0.132874,2.67735
454,True,4,2048,16,basic,30,1600,0.3557502039,0.132874,2.67735
454,True,4,2048,64,basic,30,1600,0.3557502039,0.132874,2.67735
454,True,4,2048,256,basic,30,1600,0.3557502039,0.132874,2.67735
605,True,4,2048,1,basic,30,1600,0.19575546706435998,0.9994937,0.19585462826264935
605,True,4,2048,4,basic,30,1600,0.22442177258918,0.9994937,0.2245354548899908
605,True,4,2048,16,basic,30,1600,0.22437698636882003,0.9994937,0.22449064598288115
605,True,4,2048,64,basic,30,1600,0.22437112450018,0.9994937,0.22448478114487366
605,True,4,2048,256,basic,30,1600,0.22437112450018,0.9994937,0.22448478114487366
648,True,4,2048,1,basic,30,1600,1.2015140530535,1.0000004999999998,1.201513452296774
648,True,4,2048,4,basic,30,1600,1.2015728264915002,1.0000004999999998,1.2015722257053876
648,True,4,2048,16,basic,30,1600,1.2015728264915002,1.0000004999999998,1.2015722257053876
648,True,4,2048,64,basic,30,1600,1.2015728264915002,1.0000004999999998,1.2015722257053876
648,True,4,2048,256,basic,30,1600,1.2015728264915002,1.0000004999999998,1.2015722257053876
649,True,4,2048,1,basic,30,1600,1.9251656418110001,0.9104327000000001,2.114561177131489
649,True,4,2048,4,basic,30,1600,1.9445359133179998,0.9104327000000001,2.1358370732048613
649,True,4,2048,16,basic,30,1600,1.9445442037179999,0.9104327000000001,2.135846179204679
649,True,4,2048,64,basic,30,1600,1.9445442037179999,0.9104327000000001,2.135846179204679
649,True,4,2048,256,basic,30,1600,1.9445442037179999,0.9104327000000001,2.135846179204679
